Name,Federation,FideID,B_Year,Gender,Title
"Doubek, Tomas ",Czech Republic,322903,1989,Male,None
"Krizek, Frantisek ",Czech Republic,322962,1946,Male,None
"Oharek, Vlastimil ",Czech Republic,323004,1970,Male,None
"Senkyr, Martin ",Czech Republic,323047,1989,Male,None
"Smid, Jan ",Czech Republic,323055,1989,Male,None
"Studeny, Radovan ",Czech Republic,323098,1983,Male,None
"Vavra, Antonin ",Czech Republic,323136,1964,Male,None
"Sodoma, Jan ",Czech Republic,323195,1983,Male,International Master
"Dupak, Jaroslav ",Czech Republic,323241,1955,Male,None
"Horinek, Karel ",Czech Republic,323276,1959,Male,None
"Hacaperka, Michal ",Czech Republic,323365,1977,Male,None
"Kaplan, Daniel ",Czech Republic,323454,1977,Male,None
"Majerik, Vladimir ",Czech Republic,323470,1948,Male,None
"Simon, Petr ",Czech Republic,323527,1955,Male,None
"Svec, Ludek ",Czech Republic,323535,1946,Male,None
"Svoboda, Vaclav ",Czech Republic,323551,1992,Male,None
"Havelka, Petr ",Czech Republic,323560,1965,Male,None
"Panos, Jan ",Czech Republic,323578,1957,Male,None
"Pribyl, Jaroslav ",Czech Republic,323616,1982,Male,None
"Matejovsky, Ondrej ",Czech Republic,323624,1975,Male,None
"Vlk, Miloslav ",Czech Republic,323659,1962,Male,None
"Safarik, Jakub ",Czech Republic,323691,1993,Male,None
"Just, Pavel ",Czech Republic,323721,1947,Male,None
"Ksana, Vaclav ",Czech Republic,323756,1979,Male,None
"Pekar, Vaclav ",Czech Republic,323799,1986,Male,Candidate Master
"Rosenbaum, Pavel ",Czech Republic,323810,1968,Male,None
"Stolc, Martin ",Czech Republic,323829,1986,Male,None
"Vichnar, David ",Czech Republic,323837,1983,Male,FIDE Master
"Danko, Jiri ",Czech Republic,323845,1961,Male,None
"Hampel, Rudolf ",Czech Republic,323853,1963,Male,None
"Horak, Karel ",Czech Republic,323861,1956,Male,None
"Molnar, Jiri ",Czech Republic,323896,1966,Male,None
"Neumanova, Monika ",Czech Republic,323918,1983,Female,None
"Pokora, Lubomir ",Czech Republic,323926,1940,Male,None
"Kellner, Petr ",Czech Republic,324027,1986,Male,None
"Simunek, Filip ",Czech Republic,324035,1989,Male,None
"Chmelicek, Bronislav ",Czech Republic,324086,1963,Male,None
"Tajovsky, Martin ",Czech Republic,324116,1978,Male,None
"Husarik, Branko ",Czech Republic,324140,1985,Male,None
"Vochozka, Jindrich ",Czech Republic,324191,1940,Male,None
"Kubicek, Pavel ",Czech Republic,324230,1964,Male,None
"Lizner, Milan ",Czech Republic,324256,1952,Male,None
"Mojzis, Martin ",Czech Republic,324264,1972,Male,None
"Novotny, Tomas ",Czech Republic,324272,1967,Male,None
"Kasik, Miroslav ",Czech Republic,324515,1959,Male,None
"Socha, Jaromir ",Czech Republic,324604,1976,Male,None
"Vanek, Ladislav ",Czech Republic,324647,1982,Male,None
"Huttner, Milos ",Czech Republic,324663,1986,Male,None
"Vlasak, Lukas ",Czech Republic,324752,1993,Male,International Master
"Briza, Jiri ",Czech Republic,324787,1948,Male,None
"Hron, Robert ",Czech Republic,324833,1970,Male,None
"Vincze, Roman ",Czech Republic,324906,1974,Male,None
"Bradac, Roman ",Czech Republic,324949,1970,Male,None
"Brousek, Jan ",Czech Republic,324957,1962,Male,None
"Broz, Pavel ",Czech Republic,324965,1975,Male,None
"Dvoulety, Pavel ",Czech Republic,324981,1989,Male,None
"Hradecky, Ivo ",Czech Republic,325015,1979,Male,None
"Jakl, Ales ",Czech Republic,325023,1978,Male,None
"Karasek, Lukas ",Czech Republic,325031,1987,Male,FIDE Master
"Kubin, Petr ",Czech Republic,325040,1977,Male,None
"Kuchynka, Lukas ",Czech Republic,325058,1992,Male,FIDE Master
"Macicek, Jakub ",Czech Republic,325090,1990,Male,None
"Mares, Ilja ",Czech Republic,325104,1954,Male,None
"Muk, Ivo ",Czech Republic,325120,1963,Male,None
"Netusil, Jakub ",Czech Republic,325139,1986,Male,None
"Novy, Martin ",Czech Republic,325155,1986,Male,None
"Pavlicek, Petr ",Czech Republic,325163,1944,Male,None
"Pecha, Tomas ",Czech Republic,325171,1992,Male,None
"Postupa, Martin ",Czech Republic,325210,1989,Male,None
"Ruzicka, Ales ",Czech Republic,325252,1989,Male,None
"Sindler, Michal ",Czech Republic,325287,1983,Male,None
"Sulc, Jaromir ",Czech Republic,325317,1983,Male,None
"Uricar, Jakub ",Czech Republic,325333,1990,Male,None
"Vyslouzil, Lukas ",Czech Republic,325350,1989,Male,None
"Zdrazil, Tomas ",Czech Republic,325368,1985,Male,None
"Stengl, Jaroslav ",Czech Republic,325392,1987,Male,None
"Kicmer, Petr ",Czech Republic,325406,1974,Male,None
"Kracik, Martin ",Czech Republic,325414,1963,Male,None
"Rodshtein, Tereza ",Czech Republic,325449,1991,Female,Woman Grandmaster
"Pokorny, Jan ",Czech Republic,325481,1949,Male,None
"Vala, Filip ",Czech Republic,325490,1992,Male,None
"Zacharias, Miroslav ",Czech Republic,325503,1954,Male,None
"Zwardon, Vojtech ",Czech Republic,325511,1990,Male,International Master
"Kratochvil, Karel ",Czech Republic,325546,1988,Male,None
"Sipek, Michal ",Czech Republic,325554,1977,Male,None
"Bednar, Petr ",Czech Republic,325570,1952,Male,None
"Docekalova, Alexandra ",Czech Republic,325600,1986,Female,None
"Kolar, Dan ",Czech Republic,325643,1975,Male,None
"Kubat, Pavel ",Czech Republic,325678,1983,Male,None
"Plat, Vojtech ",Czech Republic,325740,1994,Male,Grandmaster
"Rusnak, Jan ",Czech Republic,325767,1986,Male,None
"Skala, Jaromir ",Czech Republic,325805,1971,Male,None
"Vermirovsky, Vlastimil ",Czech Republic,325872,1981,Male,None
"Vrkota, Milos ",Czech Republic,325899,1984,Male,None
"Macicek, Jan ",Czech Republic,325902,1986,Male,None
"Benes, Miroslav ",Czech Republic,325945,1978,Male,None
"Drahorad, Daniel ",Czech Republic,326003,1982,Male,None
"Dvoulety, Tomas ",Czech Republic,326011,1987,Male,None
"Glacner, Karel ",Czech Republic,326020,1946,Male,None
"Lexa, Josef ",Czech Republic,326119,1973,Male,None
"Ludvicek, Josef ",Czech Republic,326127,1937,Male,None
"Slechta, Karel ",Czech Republic,326178,1941,Male,None
"Uricar, Zdenek ",Czech Republic,326186,1962,Male,None
"Valencik, Jozef ",Czech Republic,326372,1992,Male,None
"Postupa, Pavel ",Czech Republic,326410,1988,Male,None
"Krivanek, Vladimir ",Czech Republic,326445,1987,Male,None
"Stepanek, Svatopluk ",Czech Republic,326461,1965,Male,None
"Kirs, Pavel ",Czech Republic,326569,1955,Male,None
"Slavik, Jan ",Czech Republic,326615,1975,Male,None
"Valenta, Petr ",Czech Republic,326674,1962,Male,None
"Chromik, Tomas ",Czech Republic,326712,1997,Male,None
"Duda, Antonin ",Czech Republic,326720,1987,Male,None
"Mraz, Pavel ",Czech Republic,326810,1952,Male,None
"Netusil, Oldrich ",Czech Republic,326836,1952,Male,None
"Kympergr, Vojtech ",Czech Republic,326887,1932,Male,None
"Horak, Miroslav ",Czech Republic,326941,1948,Male,None
"Klecker, Tadeas ",Czech Republic,326950,1993,Male,None
"Michalek, Miroslav ",Czech Republic,326976,1959,Male,None
"Bartosova, Lucie ",Czech Republic,327018,1989,Female,None
"Dusbaba, Petr ",Czech Republic,327034,1953,Male,None
"Pribylova, Ruzena ",Czech Republic,327131,1950,Female,None
"Vrnata, Jiri ",Czech Republic,327158,1980,Male,None
"Klakurka, Stanislav ",Czech Republic,327247,1969,Male,None
"Machala, Vladislav ",Czech Republic,327255,1961,Male,None
"Novak, Radomir ",Czech Republic,327298,1962,Male,None
"Lacina, Filip ",Czech Republic,327433,1980,Male,None
"Skokan, Frantisek ",Czech Republic,327492,1974,Male,None
"Bilek, Martin ",Czech Republic,327530,1992,Male,None
"Feierfeil, Jiri ",Czech Republic,327557,1952,Male,None
"Horsak, Jan ",Czech Republic,327573,1990,Male,None
"Sieber, Martin ",Czech Republic,327590,1988,Male,None
"Stukner, Simon ",Czech Republic,327603,1990,Male,None
"Vlcek, Marek ",Czech Republic,327611,1972,Male,None
"Sourek, Vladimir ",Czech Republic,327638,1960,Male,None
"Balacek, Tadeas ",Czech Republic,327646,1995,Male,Candidate Master
"Cuhra, Martin ",Czech Republic,327735,1989,Male,None
"Dvorak, Martin ",Czech Republic,327751,1991,Male,None
"Halla, Jiri ",Czech Republic,327794,1947,Male,None
"Hrabal, Ivan ",Czech Republic,327816,1952,Male,None
"Jerabek, Jan ",Czech Republic,327824,1944,Male,None
"Kahanek, Martin ",Czech Republic,327832,1977,Male,None
"Kotyza, Bohumil ",Czech Republic,327840,1955,Male,None
"Mareckova, Martina ",Czech Republic,327930,1990,Female,Woman FIDE Master
"Novosadova, Kristyna ",Czech Republic,328065,1990,Female,Woman Intl. Master
"Bauer, Pavel ",Czech Republic,328120,1966,Male,None
"Psenicka, Pavel ",Czech Republic,328138,1987,Male,None
"Cenek, Miroslav ",Czech Republic,328154,1977,Male,None
"Ruzicka, Ondrej ",Czech Republic,328170,1988,Male,None
"Sobek, Martin ",Czech Republic,328227,1985,Male,None
"Stastny, Petr ",Czech Republic,328251,1958,Male,None
"Bauer, Jindrich ",Czech Republic,328359,1985,Male,None
"Mitura, Karel ",Czech Republic,328413,1991,Male,None
"Buchcar, Tomas ",Czech Republic,328421,1988,Male,None
"Havlik, Frantisek ",Czech Republic,328545,1983,Male,None
"Hrabal, Michal ",Czech Republic,328561,1988,Male,None
"Hradsky, Ales ",Czech Republic,328570,1980,Male,None
"Kavalir, Jan ",Czech Republic,328588,1989,Male,None
"Kratochvil, Josef ",Czech Republic,328626,1992,Male,FIDE Master
"Kucera, Vladimir ",Czech Republic,328634,1960,Male,None
"Milostny, Milos ",Czech Republic,328650,1963,Male,None
"Novotny, Lubomir ",Czech Republic,328677,1983,Male,None
"Oresky, Jan ",Czech Republic,328693,1990,Male,None
"Palla, Rostislav ",Czech Republic,328715,1948,Male,None
"Stejskal, Pavel ",Czech Republic,328774,1970,Male,None
"Zverina, Jan ",Czech Republic,328812,1966,Male,None
"Srejber, Michal ",Czech Republic,328820,1993,Male,None
"Kracik, Tomas ",Czech Republic,328871,1993,Male,None
"Volek, Radomir ",Czech Republic,328901,1972,Male,None
"Kopta, Jiri ",Czech Republic,328910,1987,Male,None
"Cerny, Jakub ",Czech Republic,328987,1991,Male,None
"Braun, Marek ",Czech Republic,329029,1994,Male,None
"Gerych, Jan ",Czech Republic,329118,1964,Male,None
"Hrabal, Radek ",Czech Republic,329150,1967,Male,None
"Jezbera, Jiri ",Czech Republic,329185,1976,Male,None
"Krbusik, Marian ",Czech Republic,329258,1958,Male,None
"Krena, Bohuslav ",Czech Republic,329266,1977,Male,None
"Lipus, Drahomir ",Czech Republic,329312,1944,Male,None
"Michel, Ladislav ",Czech Republic,329363,1964,Male,None
"Mosnicka, Jan ",Czech Republic,329398,1966,Male,None
"Novak, Vitezslav ",Czech Republic,329410,1987,Male,None
"Petr, Josef ",Czech Republic,329479,1946,Male,None
"Pistek, Jan ",Czech Republic,329487,1988,Male,None
"Rabatin, Jakub ",Czech Republic,329517,1994,Male,FIDE Master
"Rucka, Petr ",Czech Republic,329541,1962,Male,None
"Soucek, Milan ",Czech Republic,329584,1970,Male,None
"Stana, Marek ",Czech Republic,329606,1993,Male,None
"Svida, Rostislav ",Czech Republic,329614,1961,Male,None
"Turza, Pavel ",Czech Republic,329630,1966,Male,None
"Vagner, Patrik ",Czech Republic,329657,1979,Male,None
"Vlachopulos, Elefteris ",Czech Republic,329665,1947,Male,None
"Kylar, Miroslav ",Czech Republic,329797,1957,Male,None
"Maly, Filip ",Czech Republic,329800,1986,Male,None
"Martisek, Karel ",Czech Republic,329967,1958,Male,None
"Vecera, Petr ",Czech Republic,329991,1990,Male,None
"Kriebel, Tadeas ",Czech Republic,330027,1995,Male,International Master
"Papay, Marek ",Czech Republic,330043,1995,Male,None
"Langner, Jakub ",Czech Republic,330124,1995,Male,None
"Malecek, Jiri ",Czech Republic,330132,1957,Male,None
"Miturova, Magdalena ",Czech Republic,330221,1993,Female,Woman Intl. Master
"Lausman, Petr ",Czech Republic,330280,1969,Male,None
"Marik, Miloslav ",Czech Republic,330299,1957,Male,None
"Strakos, Tomas ",Czech Republic,330353,1936,Male,None
"Vicar, Petr ",Czech Republic,330370,1987,Male,None
"Borovsky, Ivan ",Czech Republic,330396,1967,Male,None
"Kucera, Jaroslav ",Czech Republic,330442,1954,Male,None
"Tejnsky, Bretislav ",Czech Republic,330477,1960,Male,None
"Vacek, Jaroslav ",Czech Republic,330540,1950,Male,None
"Roskova, Katerina ",Czech Republic,330558,1996,Female,None
"Szotkowski, Jakub ",Czech Republic,330590,1997,Male,International Master
"Fiser, Jiri ",Czech Republic,330604,1942,Male,None
"Mouryc, Tomas ",Czech Republic,330655,1987,Male,None
"Brozova, Renata ",Czech Republic,330663,1977,Female,None
"Fencl, Pavel ",Czech Republic,330671,1990,Male,None
"Kudla, Richard ",Czech Republic,330701,1991,Male,None
"Macha, Martin ",Czech Republic,330728,1967,Male,None
"Trapl, Dalibor ",Czech Republic,330744,1991,Male,None
"Brhlik, Antonin ",Czech Republic,330809,1950,Male,None
"Chromovsky, Hynek ",Czech Republic,330825,1971,Male,None
"Hercik, Petr ",Czech Republic,330876,1963,Male,None
"Kotrba, Matej ",Czech Republic,330957,1992,Male,None
"Klepal, Martin ",Czech Republic,330973,1970,Male,None
"Bednar, Marcel ",Czech Republic,331007,1992,Male,None
"Kratochvil, Milan ",Czech Republic,331015,1991,Male,None
"Vagner, Ladislav ",Czech Republic,331082,1954,Male,None
"Balka, Ludvik ",Czech Republic,331090,1956,Male,None
"Svadlenka, Jaroslav ",Czech Republic,331112,1965,Male,None
"Kalousek, Zdenek ",Czech Republic,331341,1982,Male,None
"Jenc, Milan ",Czech Republic,331376,1975,Male,None
"Hubka, Roland ",Czech Republic,331406,1962,Male,None
"Vorel, Bohuslav ",Czech Republic,331473,1961,Male,None
"Moravec, Vit ",Czech Republic,331481,1991,Male,None
"Fiala, Vaclav ",Czech Republic,331503,1991,Male,None
"Elias, Miroslav ",Czech Republic,331511,1962,Male,None
"Muller, Petr ",Czech Republic,331589,1985,Male,None
"Skoda, Martin ",Czech Republic,331597,1993,Male,None
"Cecil, Pavel ",Czech Republic,331619,1943,Male,None
"Ruzicka, Vaclav ",Czech Republic,331643,1968,Male,None
"Cerovsky, Marek ",Czech Republic,331651,1981,Male,None
"Burda, Josef ",Czech Republic,331686,1950,Male,None
"Kraus, Tomas ",Czech Republic,331708,1995,Male,Grandmaster
"Vanhara, Petr ",Czech Republic,331732,1947,Male,None
"Portych, Vaclav ",Czech Republic,331775,1951,Male,None
"Chwastek, Otto ",Czech Republic,331783,1943,Male,None
"Milfort, Vaclav ",Czech Republic,331813,1943,Male,None
"Tichy, Stepan ",Czech Republic,331848,1985,Male,None
"Franc, Lubor ",Czech Republic,331872,1953,Male,None
"Voracek, Zdenek ",Czech Republic,331880,1959,Male,None
"Pavelek, Tomas ",Czech Republic,331910,1997,Male,None
"Tsapanidis, Vasilis ",Czech Republic,331945,1953,Male,None
"Jancarik, Joel ",Czech Republic,331996,1993,Male,None
"Gabriel, Adam ",Czech Republic,332020,1993,Male,None
"Seidl, Antonin ",Czech Republic,332038,1993,Male,None
"Kyselak, Pavel ",Czech Republic,332062,1951,Male,None
"Navratil, Jiri ",Czech Republic,332070,1997,Male,None
"Hlavacek, Tomas ",Czech Republic,332119,1987,Male,None
"Mrazek, Lumir ",Czech Republic,332127,1993,Male,FIDE Master
"Duch, Robert ",Czech Republic,332151,1969,Male,None
"Linhart, Jaroslav ",Czech Republic,332178,1987,Male,None
"Petrun, Milan ",Czech Republic,332267,1980,Male,None
"Rehurek, Jiri ",Czech Republic,332275,1953,Male,None
"Ricar, Jiri ",Czech Republic,332283,1959,Male,None
"Vrskova, Gabriela ",Czech Republic,332291,1992,Female,None
"Sabolova, Kristyna ",Czech Republic,332305,1995,Female,None
"Slampa, Jan ",Czech Republic,332330,1996,Male,None
"Benes, Karel ",Czech Republic,332380,1950,Male,None
"Dosedel, Jiri ",Czech Republic,332437,1966,Male,None
"Flasar, Jaroslav ",Czech Republic,332470,1995,Male,None
"Honek, Jan ",Czech Republic,332518,1959,Male,None
"Horacek, Michal ",Czech Republic,332526,1990,Male,None
"Kopecky, Tomas ",Czech Republic,332569,1963,Male,None
"Krasa, Marek ",Czech Republic,332577,1981,Male,None
"Lenc, Zdenek ",Czech Republic,332631,1968,Male,None
"Miculka, David ",Czech Republic,332658,1998,Male,None
"Stary, Vladimir ",Czech Republic,332747,1985,Male,None
"Sterba, Karel ",Czech Republic,332763,1978,Male,None
"Tazlar, Petr ",Czech Republic,332780,1993,Male,None
"Zezula, Rudolf ",Czech Republic,332844,1995,Male,None
"Zvara, David ",Czech Republic,332852,1994,Male,None
"Cach, Jakub ",Czech Republic,332933,1999,Male,None
"Liduch, Filip ",Czech Republic,332976,1997,Male,None
"Melichar, Vojtech ",Czech Republic,332984,1997,Male,None
"Reznicek, Dominik ",Czech Republic,333069,1998,Male,None
"Kraus, Ondrej ",Czech Republic,333166,1993,Male,None
"Rut, Vojtech ",Czech Republic,333190,1991,Male,None
"Kral, Ladislav ",Czech Republic,333280,1954,Male,None
"Lauko, Marian ",Czech Republic,333301,1946,Male,None
"Matejka, Radek ",Czech Republic,333328,1976,Male,None
"Novak, Rudolf ",Czech Republic,333352,1951,Male,None
"Stranska, Kamila ",Czech Republic,333433,1997,Female,None
"Tkadlecek, Petr ",Slovakia,333441,1965,Male,None
"Hadrava, Jaroslav ",Czech Republic,333484,1963,Male,None
"Sibl, Vaclav ",Czech Republic,333522,1951,Male,None
"Skopec, Lubos ",Czech Republic,333530,1970,Male,None
"Krmencik, Roman ",Czech Republic,333565,1964,Male,None
"Lorenc, David ",Czech Republic,333581,1994,Male,None
"Mackova, Veronika ",Czech Republic,333590,1998,Female,None
"Mares, Jan ",Czech Republic,333611,1994,Male,None
"Pospisil, Martin ",Czech Republic,333646,1995,Male,None
"Novotny, Viktor ",Czech Republic,333697,1977,Male,None
"Bradac, Daniel ",Czech Republic,333735,1992,Male,None
"Kovar, Jindrich ",Czech Republic,333794,1956,Male,None
"Kratochvil, Vit ",Czech Republic,333808,1998,Male,None
"Kucera, Petr ",Czech Republic,333840,1988,Male,FIDE Master
"Hubsch, Anna ",Czech Republic,333891,1994,Female,None
"Dobes, Vojtech ",Czech Republic,333913,1996,Male,None
"Machalik, Marek ",Czech Republic,333964,1991,Male,None
"Meduna, Eduard ",Czech Republic,333972,1995,Male,None
"Zpevakova, Jana ",Czech Republic,334030,1994,Female,Woman FIDE Master
"Dungl, Petr ",Czech Republic,334065,1965,Male,None
"Mikulu, Lukas ",Czech Republic,334081,1991,Male,None
"Farova, Jana ",Czech Republic,334138,1996,Female,None
"Rychtecky, Pavel ",Czech Republic,334235,1947,Male,None
"Sebek, Pavel ",Czech Republic,334316,1937,Male,None
"Snehota, Martin ",Czech Republic,334499,1990,Male,None
"Sterba, Michal ",Czech Republic,334510,1967,Male,None
"Zdrazil, Jan ",Czech Republic,334537,1996,Male,None
"Polka, Bohumil ",Czech Republic,334626,1939,Male,None
"Burianek, Petr ",Czech Republic,334693,1972,Male,None
"Maser, Pavel ",Czech Republic,334723,1968,Male,None
"Petruzalek, Radim ",Czech Republic,334731,1990,Male,None
"Blahynka, Martin ",Czech Republic,334766,1998,Male,International Master
"Machan, Jan ",Czech Republic,334774,1997,Male,FIDE Master
"Cieslak, Leszek ",Czech Republic,334847,1977,Male,None
"Divis, Jan ",Czech Republic,334855,1943,Male,None
"Skalicky, Tomas ",Czech Republic,334898,1996,Male,None
"Vahala, Tomas ",Czech Republic,335002,1971,Male,None
"Svertsal, Marcel ",Czech Republic,335347,1976,Male,None
"Zlamal, Zdenek ",Czech Republic,335363,1949,Male,None
"Kubosova, Jana ",Czech Republic,335380,1999,Female,None
"Marek, Matyas ",Czech Republic,335398,1999,Male,International Master
"Wasserbauer, Radek ",Czech Republic,335444,1993,Male,None
"Kondula, Lukas ",Czech Republic,335460,1983,Male,None
"Hulin, Petr ",Czech Republic,335533,1982,Male,None
"Koblizek, Lubomir ",Czech Republic,335622,1952,Male,None
"Svec, Jan ",Czech Republic,335657,1957,Male,None
"Back, Tomas ",Czech Republic,335754,1987,Male,None
"Bastyr, Pavel ",Czech Republic,335800,1961,Male,None
"Brcak, Marek ",Czech Republic,335916,1988,Male,None
"Burdilak, Milan ",Czech Republic,335940,1952,Male,None
"Canibal, Jaromir ",Czech Republic,335959,1947,Male,None
"Danek, Vaclav ",Czech Republic,336106,1945,Male,None
"Divis, Jiri ",Czech Republic,336122,1977,Male,None
"Foukal, Zdenek ",Czech Republic,336327,1964,Male,None
"Friesecky, Tomas ",Czech Republic,336360,1968,Male,None
"Fusek, Lukas ",Czech Republic,336416,1993,Male,None
"Griec, Milan ",Czech Republic,336440,1954,Male,None
"Havel, Vojtech ",Czech Republic,336513,1990,Male,None
"Hecko, Miloslav ",Czech Republic,336530,1928,Male,None
"Hronik, Petr ",Czech Republic,336700,1980,Male,None
"Janas, Vladimir ",Czech Republic,336769,1943,Male,None
"Janko, Jan ",Czech Republic,336785,1959,Male,None
"Jecha, Petr ",Czech Republic,336823,1963,Male,None
"Jedlicka, Lubos ",Czech Republic,336840,1980,Male,None
"Jesensky, Jaromir ",Czech Republic,336866,1956,Male,None
"Jirasek, Jiri ",Czech Republic,336874,1951,Male,None
"Juchelka, Petr ",Czech Republic,336920,1969,Male,None
"Kalod, Michal ",Czech Republic,336963,1982,Male,None
"Kawulok, Marek ",Czech Republic,337005,1993,Male,None
"Kolasin, Jan ",Czech Republic,337048,1991,Male,None
"Kolomaznikova, Barbora ",Czech Republic,337056,1993,Female,None
"Konecny, Vladimir ",Czech Republic,337064,1958,Male,None
"Kosek, Marek ",Czech Republic,337099,1993,Male,None
"Kovalsky, David ",Czech Republic,337137,1983,Male,None
"Kozel, Jiri ",Czech Republic,337153,1996,Male,None
"Kuru, Martin ",Czech Republic,337269,1975,Male,None
"Martinec, Karel ",Czech Republic,337420,1940,Male,None
"Martinovsky, Miroslav ",Czech Republic,337447,1946,Male,None
"Molnar, Ladislav ",Czech Republic,337552,1956,Male,None
"Navratilova, Alena ",Czech Republic,337625,1974,Female,None
"Simonova, Adela ",Czech Republic,337730,1992,Female,None
"Olesnan, Ervin ",Czech Republic,337757,1955,Male,None
"Ornet, Tomas ",Czech Republic,337765,1982,Male,None
"Palla, Stanislav ",Czech Republic,337781,1946,Male,None
"Pilch, Roman ",Czech Republic,337870,1992,Male,None
"Plhacek, Vaclav ",Czech Republic,337900,1950,Male,None
"Pohludka, Ondrej ",Czech Republic,337927,1972,Male,None
"Pokorny, Jiri ",Czech Republic,337935,1988,Male,None
"Prochazka, Pavel ",Czech Republic,337978,1960,Male,None
"Ptacnik, Pavel ",Czech Republic,338010,1984,Male,None
"Purkyt, Jaroslav ",Czech Republic,338036,1951,Male,None
"Rehak, Jiri ",Czech Republic,338079,1950,Male,None
"Rosenbaum, Vit ",Czech Republic,338125,1991,Male,None
"Rous, Daniel ",Czech Republic,338150,1996,Male,None
"Rubes, Jan ",Czech Republic,338176,1995,Male,International Master
"Ruzicka, Tomas ",Czech Republic,338184,1960,Male,None
"Ruzickova, Helena ",Czech Republic,338192,1934,Female,None
"Schmalz, Michal ",Czech Republic,338257,1991,Male,None
"Seidl, Stepan ",Czech Republic,338290,1995,Male,None
"Severa, Jiri ",Czech Republic,338320,1947,Male,None
"Simacek, Vaclav ",Czech Republic,338338,1969,Male,None
"Stefanik, Richard ",Czech Republic,338508,1998,Male,None
"Steiner, Pavel ",Czech Republic,338516,1983,Male,None
"Stepan, Petr ",Czech Republic,338524,1980,Male,None
"Svetinsky, Vladimir ",Czech Republic,338591,1951,Male,None
"Tichy, Vaclav ",Czech Republic,338656,1963,Male,None
"Valek, Tomas ",Czech Republic,338818,1992,Male,None
"Valtr, Filip ",Czech Republic,338826,1977,Male,None
"Vanicek, Michal ",Czech Republic,338850,1981,Male,None
"Vnoucek, Pavel ",Czech Republic,338915,1967,Male,None
"Volcik, Ludek ",Czech Republic,338931,1995,Male,None
"Nyc Voldanova, Barbora ",Czech Republic,338940,1994,Female,None
"Vorackova, Jarmila ",Czech Republic,338958,1961,Female,None
"Vrabec, Milos ",Czech Republic,338982,1950,Male,None
"Zabehlicky, Jiri ",Czech Republic,339059,1960,Male,None
"Zanikov, Konstantin ",Czech Republic,339091,1991,Male,None
"Zeman, Ladislav ",Czech Republic,339130,1944,Male,None
"Barg, Katerina ",Czech Republic,339261,1992,Female,None
"Karlik, Ondrej ",Czech Republic,339296,1995,Male,Candidate Master
"Musil, Jiri ",Czech Republic,339300,1995,Male,None
"Hrdina, Robin ",Czech Republic,339342,1996,Male,None
"Kaluzny, Matyas ",Czech Republic,339350,1997,Male,None
"Mikes, Jan ",Czech Republic,339369,1996,Male,None
"Ta, Van Duy ",Czech Republic,339377,1996,Male,None
"Walek, Petr ",Czech Republic,339393,1996,Male,FIDE Master
"Macek, Oldrich ",Czech Republic,339415,1962,Male,None
"Malcanek, Jan ",Czech Republic,339423,1993,Male,None
"Starychfojtu, Josef ",Czech Republic,339440,1973,Male,None
"Jelinek, Marek ",Czech Republic,339512,1971,Male,None
"Broucek, Tomas ",Czech Republic,339555,1981,Male,None
"Zajicek, Karel ",Czech Republic,339768,1972,Male,None
"Feldvabl, Vilem ",Czech Republic,339830,1945,Male,None
"Trhal, Tomas ",Czech Republic,339903,1980,Male,None
"Belohlav, Jan ",Czech Republic,339938,1962,Male,None
"Kvapil, Pavel ",Czech Republic,340138,1950,Male,None
"Marinov, Peter ",Czech Republic,340197,1958,Male,None
"Navratil, Ladislav ",Czech Republic,340227,1971,Male,None
"Odstrcil, Jaromir ",Czech Republic,340260,1958,Male,None
"Svab, Jiri ",Czech Republic,340464,1955,Male,None
"Trasak, Ondrej ",Czech Republic,340499,1975,Male,None
"Kejzlar, Lubos ",Czech Republic,340758,1965,Male,None
"Leseticky, Vladimir ",Czech Republic,340774,1952,Male,None
"Soutner, Jaroslav ",Czech Republic,340839,1952,Male,None
"Migdal, Milan ",Czech Republic,341525,1987,Male,None
"Rechtenberg, Karel ",Czech Republic,341568,1947,Male,None
"Stebel, Jacek ",Poland,341584,1965,Male,None
"Mesicek, Josef ",Czech Republic,342122,1950,Male,None
"Novak, Pavel ",Czech Republic,342173,1974,Male,None
"Petranek, Marian ",Czech Republic,342203,1988,Male,None
"Popelka, Oldrich ",Czech Republic,342246,1956,Male,None
"Puncochar, Jiri ",Czech Republic,342262,1965,Male,None
"Toman, Antonin ",Czech Republic,342483,1961,Male,None
"Kochert, Bedrich ",Czech Republic,342700,1945,Male,None
"Fiala, Jan ",Czech Republic,342777,1991,Male,None
"Nedoma, Marek ",Czech Republic,342840,1993,Male,None
"Richter, Martin ",Czech Republic,342858,1969,Male,None
"Houdek, Daniel ",Czech Republic,342920,1970,Male,None
"Konvalinka, Vladislav ",Czech Republic,342955,1953,Male,None
"Mar, Tomas ",Czech Republic,342980,1988,Male,None
"Straslipka, Jiri ",Czech Republic,343226,1946,Male,None
"Jakus, Lubomir ",Czech Republic,343374,1939,Male,None
"Prochazka, Jiri ",Czech Republic,343412,1965,Male,None
"Hrdlicka, Vaclav ",Czech Republic,343536,1992,Male,None
"Bechynsky, Jan ",Czech Republic,343730,1992,Male,None
"Hatasova, Michaela ",Czech Republic,343757,1997,Female,None
"Krejci, Martin ",Czech Republic,343790,1993,Male,None
"Ulicny, Daniel ",Czech Republic,343900,1976,Male,None
"Hellinger, Jan ",Czech Republic,343943,1951,Male,None
"Saffova, Michaela ",Czech Republic,343960,1994,Female,None
